County,County Code,Year,Zip,Tests,Less than 5 mcg/dL,5-10 mcg/dL,10 – 15 mcg/dL,15 + mcg/dL,Total Elevated Blood Levels ,Percent,"Rate per 1,000",Zip Code Location,County Location
Fulton,35,2000,13329,6,,,0,0,0,0,0,"(43.1037, -74.74098)","(43.115609, -74.423678)"
Suffolk,103,2003,11751,65,58,6,,,,,,"(40.732034, -73.213359)","(40.943554, -72.692218)"
Rensselaer,83,2018,12052,9,,,0,0,0,0,0,"(42.753953, -73.4773)","(42.710421, -73.513845)"
Onondaga,67,2008,13021,1,,,0,0,0,0,0,"(42.920644, -76.559964)","(43.00653, -76.196117)"
Orange,71,2018,10987,19,19,0,0,0,0,0,0,"(41.200012, -74.216239)","(41.40241, -74.306252)"
Orange,71,2020,12780,22,,,0,0,0,0,0,"(41.432778, -74.720524)","(41.40241, -74.306252)"
Orange,71,2006,12549,103,96,7,0,0,0,0,0,"(41.525576, -74.236316)","(41.40241, -74.306252)"
Chenango,17,2012,13844,10,,,0,0,0,0,0,"(42.608333, -75.701944)","(42.489732, -75.604905)"
Greene,39,2011,12015,14,14,0,0,0,0,0,0,"(42.262647, -73.810372)","(42.286951, -74.149495)"
Chautauqua,13,2017,14723,12,,,0,0,0,0,0,"(42.311195, -79.141523)","(42.304216, -79.407595)"
Westchester,119,2015,10607,96,94,0,,,,,,"(41.040477, -73.809229)","(41.15277, -73.745912)"
Westchester,119,2009,10546,10,10,0,0,0,0,0,0,"(41.198444, -73.801573)","(41.15277, -73.745912)"
Franklin,33,2019,12916,21,21,0,0,0,0,0,0,"(44.827852, -74.530013)","(44.594374, -74.31067)"
Washington,115,2013,12816,32,,,0,0,0,0,0,"(43.04088, -73.3806)","(43.312377, -73.439428)"
Livingston,51,2007,14462,7,,,0,0,0,0,0,"(42.680605, -77.749793)","(42.727485, -77.76978)"
Genesee,37,2002,14482,64,56,7,,,,,,"(42.96432, -77.9808)","(43.00091, -78.192778)"
Westchester,119,2014,10598,215,,,0,0,0,0,0,"(41.294911, -73.797703)","(41.15277, -73.745912)"
Oswego,75,2015,13132,40,39,0,,,,,,"(43.252751, -76.232419)","(43.461443, -76.209258)"
Suffolk,103,2017,11701,309,,,,,,,,"(40.686293, -73.412179)","(40.943554, -72.692218)"
Tioga,107,2000,13827,42,25,16,,,,,,"(42.09456, -76.24986)","(42.1256, -76.3637)"
Ulster,111,2009,12566,53,,,0,0,0,0,0,"(41.605775, -74.305189)","(41.947232, -74.265447)"
Franklin,33,2002,13655,22,,,0,0,0,0,0,"(44.982946, -74.655861)","(44.594374, -74.31067)"
Schenectady,93,2003,12304,114,83,27,,,,,,"(42.780295, -73.909969)","(42.817542, -74.043583)"
Rensselaer,83,2003,12168,5,,,0,0,0,0,0,"(42.56064, -73.4517)","(42.710421, -73.513845)"
Otsego,77,2008,13861,3,,,0,0,0,0,0,"(42.446255, -75.111607)","(42.629776, -75.028841)"
Onondaga,67,2014,13211,118,110,8,0,0,0,0,0,"(43.098535, -76.13219)","(43.00653, -76.196117)"
Greene,39,2000,12482,2,,,0,0,0,0,0,"(42.274889, -73.952337)","(42.286951, -74.149495)"
Chautauqua,13,2006,14063,96,79,15,,,,,,"(42.425716, -79.34028)","(42.304216, -79.407595)"
St. Lawrence,89,2016,13658,23,22,0,,,,,,"(44.725973, -75.323276)","(44.488113, -75.074311)"
Cayuga,11,2003,13045,1,,,0,0,0,0,0,"(42.60276, -76.17186)","(43.008546, -76.574587)"
Dutchess,27,2001,12522,8,8,0,0,0,0,0,0,"(41.7177, -73.58208)","(41.755009, -73.739951)"
Franklin,33,2011,12980,3,,,0,0,0,0,0,"(44.656564, -74.564467)","(44.594374, -74.31067)"
Suffolk,103,2010,11965,3,,,,,,,,"(41.075213, -72.354368)","(40.943554, -72.692218)"
St. Lawrence,89,2005,13630,8,,,0,0,0,0,0,"(44.483181, -75.298577)","(44.488113, -75.074311)"
Nassau,59,2016,11553,455,,,,,,,,"(40.703352, -73.590714)","(40.750656, -73.582905)"
Schenectady,93,2001,12066,1,,,0,0,0,0,0,"(42.7947, -74.33466)","(42.817542, -74.043583)"
Columbia,21,2001,12523,12,12,0,0,0,0,0,0,"(42.0726, -73.792544)","(42.247729, -73.626805)"
Oneida,65,2000,13042,5,,,0,0,0,0,0,"(43.233646, -75.881359)","(43.242727, -75.434282)"
Broome,7,2018,13730,1,,,0,0,0,0,0,"(42.20964, -75.49026)","(42.161977, -75.830291)"
Livingston,51,2020,14560,8,8,0,0,0,0,0,0,"(42.711095, -77.553933)","(42.727485, -77.76978)"
Suffolk,103,2015,11790,91,,,,,,,,"(40.905287, -73.125351)","(40.943554, -72.692218)"
Onondaga,67,2011,13108,16,,,0,0,0,0,0,"(42.97008, -76.32408)","(43.00653, -76.196117)"
Rensselaer,83,2010,12138,37,,,0,0,0,0,0,"(42.7371, -73.36266)","(42.710421, -73.513845)"
Rensselaer,83,2006,12198,65,51,14,0,0,0,0,0,"(42.67272, -73.64184)","(42.710421, -73.513845)"
Essex,31,2005,12993,7,,,0,0,0,0,0,"(44.229722, -73.460833)","(44.108971, -73.777573)"
Chautauqua,13,2013,14782,22,22,0,0,0,0,0,0,"(42.275424, -79.244039)","(42.304216, -79.407595)"
Suffolk,103,2015,11935,12,12,0,0,0,0,0,0,"(41.015049, -72.472897)","(40.943554, -72.692218)"
Greene,39,2016,12143,4,,,0,0,0,0,0,"(42.47172, -73.820415)","(42.286951, -74.149495)"
Monroe,55,2013,14514,69,,,0,0,0,0,0,"(43.114248, -77.792506)","(43.174966, -77.639663)"
Steuben,101,2008,14885,8,,,0,0,0,0,0,"(42.066319, -77.564807)","(42.266725, -77.385525)"
Broome,7,2005,13744,14,,,0,0,0,0,0,"(42.225902, -75.928088)","(42.161977, -75.830291)"
Jefferson,45,2020,13636,2,,,0,0,0,0,0,"(43.74209, -76.12062)","(44.0607, -75.9928)"
Seneca,99,2019,13148,88,,,,,,,,"(42.92028, -76.78488)","(42.7652, -76.8721)"
Nassau,59,2002,11570,13,,,,,,,,"(40.665099, -73.637798)","(40.750656, -73.582905)"
Albany,1,2017,12120,1,,,0,0,0,0,0,"(42.435003, -74.147921)","(42.588271, -73.974014)"
Dutchess,27,2005,12592,5,,,0,0,0,0,0,"(41.78198, -73.545429)","(41.755009, -73.739951)"
Warren,113,2015,12804,266,,,0,0,0,0,0,"(43.37136, -73.6761)","(43.555105, -73.838139)"
Essex,31,2001,12942,1,,,0,0,0,0,0,"(44.257018, -73.784256)","(44.108971, -73.777573)"
Westchester,119,2011,10805,236,218,14,,,,,,"(40.902888, -73.777829)","(41.15277, -73.745912)"
Chautauqua,13,2000,14063,57,46,11,0,0,0,0,0,"(42.425716, -79.34028)","(42.304216, -79.407595)"
Oswego,75,2012,13131,29,,,0,0,0,0,0,"(43.42338, -76.0785)","(43.461443, -76.209258)"
Saratoga,91,2015,12828,34,,,0,0,0,0,0,"(43.271395, -73.58739)","(43.106135, -73.855387)"
Wayne,117,2006,14505,38,,,,,,,,"(43.152501, -77.172245)","(43.112841, -77.027175)"
Broome,7,2018,13787,22,,,,,,,,"(42.1893, -75.68478)","(42.161977, -75.830291)"
Cattaraugus,9,2010,14030,3,,,0,0,0,0,0,"(42.570274, -78.505479)","(42.244853, -78.681006)"
Clinton,19,2006,12958,11,10,0,,,,,,"(44.961265, -73.581139)","(44.75271, -73.705648)"
Chenango,17,2007,13124,1,,,0,0,0,0,0,"(42.638277, -75.820988)","(42.489732, -75.604905)"
Dutchess,27,2003,12581,6,,,0,0,0,0,0,"(41.890719, -73.666476)","(41.755009, -73.739951)"
Cattaraugus,9,2007,14731,9,9,0,0,0,0,0,0,"(42.292555, -78.658909)","(42.244853, -78.681006)"
Westchester,119,2004,10567,9,,,0,0,0,0,0,"(41.279156, -73.87283)","(41.15277, -73.745912)"
Madison,53,2016,13052,10,,,0,0,0,0,0,"(42.7602, -75.89232)","(42.910026, -75.663575)"
Nassau,59,2006,11581,233,217,16,0,0,0,0,0,"(40.65543, -73.712757)","(40.750656, -73.582905)"
Tompkins,109,2019,13053,50,50,0,0,0,0,0,0,"(42.48891, -76.296223)","(42.453281, -76.473712)"
Oneida,65,2005,13403,21,,,0,0,0,0,0,"(43.150854, -75.25208)","(43.242727, -75.434282)"
Erie,29,2018,14224,385,,,0,0,0,0,0,"(42.841518, -78.761265)","(42.752759, -78.778192)"
Orleans,73,2019,14420,8,8,0,0,0,0,0,0,"(43.214548, -77.929502)","(43.209007, -78.254897)"
Clinton,19,2014,12979,31,,,0,0,0,0,0,"(44.990534, -73.367171)","(44.75271, -73.705648)"
Herkimer,43,2006,13357,128,99,23,,,6,0.047,47,"(43.012843, -75.045183)","(43.1631, -74.8741)"
Monroe,55,2002,14620,2,,,0,0,0,0,0,"(43.132792, -77.600284)","(43.174966, -77.639663)"
Niagara,63,2000,14174,10,,,0,0,0,0,0,"(43.249215, -79.02603)","(43.203001, -78.71083)"
Monroe,55,2016,14618,212,,,0,0,0,0,0,"(43.119768, -77.556663)","(43.174966, -77.639663)"
Monroe,55,2010,14467,65,,,0,0,0,0,0,"(43.053743, -77.609162)","(43.174966, -77.639663)"
Delaware,25,2017,12776,7,7,0,0,0,0,0,0,"(41.966965, -74.930453)","(42.193987, -74.966728)"
Dutchess,27,2005,12581,11,,,0,0,0,0,0,"(41.890719, -73.666476)","(41.755009, -73.739951)"
Suffolk,103,2011,11706,682,670,11,,,,,,"(40.636111, -73.197222)","(40.943554, -72.692218)"
Chenango,17,2008,13040,2,,,0,0,0,0,0,"(42.562547, -75.928525)","(42.489732, -75.604905)"
Washington,115,2007,12844,2,,,0,0,0,0,0,"(43.515833, -73.629722)","(43.312377, -73.439428)"
St. Lawrence,89,2000,13642,13,,,,,,,,"(44.30244, -75.41568)","(44.488113, -75.074311)"
Monroe,55,2015,14642,3,,,,,,,,"(43.122242, -77.625204)","(43.174966, -77.639663)"
Tompkins,109,2018,14881,2,,,0,0,0,0,0,"(42.40152, -76.32228)","(42.453281, -76.473712)"
Rockland,87,2007,10901,243,223,20,0,0,0,0,0,"(41.127671, -74.111934)","(41.154785, -74.024772)"
Orange,71,2013,10958,23,,,0,0,0,0,0,"(41.344004, -74.451815)","(41.40241, -74.306252)"
Chautauqua,13,2004,14716,26,,,0,0,0,0,0,"(42.38762, -79.43515)","(42.304216, -79.407595)"
Nassau,59,2004,11560,81,,,0,0,0,0,0,"(40.8771, -73.61142)","(40.750656, -73.582905)"
Greene,39,2014,12424,3,,,0,0,0,0,0,"(42.235, -74.145833)","(42.286951, -74.149495)"
Oneida,65,2001,13354,29,,,0,0,0,0,0,"(43.25364, -75.28452)","(43.242727, -75.434282)"
Herkimer,43,2000,13357,99,83,16,0,0,0,0,0,"(43.012843, -75.045183)","(43.1631, -74.8741)"
Onondaga,67,2007,13027,331,309,21,,,,,,"(43.166729, -76.339805)","(43.00653, -76.196117)"
Washington,115,2000,12838,5,,,0,0,0,0,0,"(43.335141, -73.402119)","(43.312377, -73.439428)"
Monroe,55,2019,14472,75,,,0,0,0,0,0,"(42.970369, -77.596338)","(43.174966, -77.639663)"
Greene,39,2004,12192,13,,,0,0,0,0,0,"(42.38328, -73.8243)","(42.286951, -74.149495)"
Nassau,59,2015,11783,210,,,0,0,0,0,0,"(40.679021, -73.487144)","(40.750656, -73.582905)"
Greene,39,2002,12468,7,,,0,0,0,0,0,"(42.25962, -74.3607)","(42.286951, -74.149495)"
Nassau,59,2015,11709,36,36,0,0,0,0,0,0,"(40.907634, -73.560621)","(40.750656, -73.582905)"
Ulster,111,2015,12440,6,6,0,0,0,0,0,0,"(41.820309, -74.126454)","(41.947232, -74.265447)"
Otsego,77,2020,13439,20,20,0,0,0,0,0,0,"(42.85141, -74.988541)","(42.629776, -75.028841)"
Albany,1,2020,12304,20,20,0,0,0,0,0,0,"(42.780295, -73.909969)","(42.588271, -73.974014)"
Suffolk,103,2013,11716,79,79,0,0,0,0,0,0,"(40.770237, -73.112442)","(40.943554, -72.692218)"
Livingston,51,2019,14836,10,,,0,0,0,0,0,"(42.543587, -77.919905)","(42.727485, -77.76978)"
Ontario,69,2017,14504,13,,,0,0,0,0,0,"(42.969996, -77.2299)","(42.856695, -77.303277)"
Monroe,55,2018,14614,3,,,0,0,0,0,0,"(43.155018, -77.609665)","(43.174966, -77.639663)"
Suffolk,103,2012,11939,4,,,0,0,0,0,0,"(41.128421, -72.341905)","(40.943554, -72.692218)"
Greene,39,2002,12418,3,,,0,0,0,0,0,"(42.379172, -74.126219)","(42.286951, -74.149495)"
Oneida,65,2013,13425,20,,,0,0,0,0,0,"(42.939058, -75.459424)","(43.242727, -75.434282)"
Warren,113,2017,12801,162,149,11,,,,,,"(43.3089, -73.6446)","(43.555105, -73.838139)"
Essex,31,2018,12993,5,,,0,0,0,0,0,"(44.229722, -73.460833)","(44.108971, -73.777573)"
